id,name,register_date,followed_by,followers_count
1295428909538906115,TTI,Mon Aug 17 18:35:01 +0000 2020,"KyleSamani, luffistotle, OmniscientAsian, Darrenlautf, 0xminion, reganbozman, Daryllautk, YeouJie, SimaoCCruz, panekkkk, j0hnwang, ncerovac, 0xdetweiler, ceterispar1bus, 0xChanglu, alexgedevani, MariaShen, mattyryze, tomhschmidt",19
8028722,YO,Tue Aug 07 15:36:56 +0000 2007,"KyleSamani, Darrenlautf, 0xminion, janehk, andyisnotandy, panekkkk, j0hnwang, ncerovac, lapgandhi, 0xMaki, ceterispar1bus, samoyedali, gakonst, alexgedevani, MariaShen, mattyryze, zacxbt, roybitsir, 0xbilly",19
1222368733227880448,0MOLLY WINTERMUT3,Wed Jan 29 04:00:23 +0000 2020,"KyleSamani, Darrenlautf, 0xWenMoon, 0xminion, reganbozman, Daryllautk, masonnystrom, OuroborosCap8, panekkkk, j0hnwang, 0xMaki, sjrosenblum, MariaShen, mattyryze, zacxbt, AustinBarack, delitzer, kapursanat, 0xbilly",19
976884195632001027,Fidelity Digital Assets,Thu Mar 22 18:11:56 +0000 2018,"KyleSamani, 0xminion, janehk, wkhosrowshahi1, benlakoff, panekkkk, geenty, lmrankhan, j0hnwang, jonathankingvc, Sh_ivam, ceterispar1bus, Solofunk30, NaytheForceBwU, MariaShen, mattyryze, AustinBarack, roybitsir, kapursanat",19
7976822,RAC,Sun Aug 05 18:51:03 +0000 2007,"KyleSamani, Darrenlautf, 0xminion, janehk, reganbozman, masonnystrom, benlakoff, pet3rpan_, panekkkk, j0hnwang, ncerovac, 0xMaki, 0xChanglu, MariaShen, mattyryze, zacxbt, roybitsir, tomhschmidt, 0xbilly",19
898506662943883268,Charles Read,Fri Aug 18 11:27:36 +0000 2017,"KyleSamani, luffistotle, Darrenlautf, 0xminion, janehk, Daryllautk, sandraaleow, benlakoff, panekkkk, Shaughnessy119, j0hnwang, sjdedic, 0xMaki, alexgedevani, mattyryze, zacxbt, AustinBarack, roybitsir, 0xbilly",19
23503850,Payom Dousti 🦥,Mon Mar 09 21:22:24 +0000 2009,"KyleSamani, stutireal, Darrenlautf, 0xminion, janehk, masonnystrom, lmrankhan, j0hnwang, 0xMaki, sjrosenblum, n4motto, caitlinxyz, gakonst, MariaShen, mattyryze, roybitsir, delitzer, tomhschmidt, kapursanat",19
43775786,Dave Portnoy,Sun May 31 23:08:06 +0000 2009,"KyleSamani, luffistotle, janehk, reganbozman, YeouJie, Shaughnessy119, lmrankhan, j0hnwang, CryptoSources, RyanKSterling, 0xdetweiler, yekiM_o, 0xChanglu, n4motto, alexgedevani, MariaShen, mattyryze, zacxbt, tomhschmidt, 0xbilly",20
927405023369224192,Richard Galvin,Mon Nov 06 05:19:22 +0000 2017,"KyleSamani, Darrenlautf, 0xminion, kidponga, YeouJie, SimaoCCruz, Shaughnessy119, tkstanczak, j0hnwang, krybharat, jennyqcheng, Sh_ivam, 0xMaki, ceterispar1bus, mattyryze, zacxbt, TaikiMaeda2, kapursanat, 0xbilly",19
1154795176507969543,🌪️ Tornado.cash 🌪️,Fri Jul 26 16:46:39 +0000 2019,"KyleSamani, OmniscientAsian, 0xminion, kidponga, janehk, tkstanczak, firstc0in, geenty, j0hnwang, ncerovac, CryptoSources, jonathankingvc, 0xMaki, ceterispar1bus, alexgedevani, MariaShen, mattyryze, tomhschmidt, 0xbilly",19
